nbSyll;pron;origin;warning;remarques;POS;lineId;pageId
6;ănnŭncĭāʹtion;;;;n.;64.0;26
3;ăʹnodynes;G.;;;n.;65.0;26
2;ănoiʹnt;;;;v.;66.0;26
6;ănŏmălĭʹſtĭcal;;;;n.;67.0;26
4;anōʹmălous;G.;;;a.;68.0;26
4;ănōʹmăly;G.;;;n.;69.0;26
4;anŏʹny̆m_o_us;G.;;;a.;70.0;26
4;ăʹnŏrĕxy;G.;;;n.;71.0;26
2;ăʹnſ_w_ĕr;;;;v.;72.0;26
1;ant;;;;n.;73.0;26
4;ăntăʹgŏniſt;G.;;;n.;2.0;27
3;ăntăʹrctic;G.;;;n.;3.0;27
6;ăntĕcēdāʹnē_o_us;;;;a.;4.0;27
4;ăntĕcēʹdent;L.;;;n.;5.0;27
4;anʹtĕchămber;F.;;;n.;6.0;27
3;ăʹntĕdāte;F.;;;v.;7.0;27
6;antĕdĭlūʹviăn;L.;;;a.;8.0;27
6;ante˘me˘rĭʹdĭan;L.;;;n.;9.0;27
3;ăʹntĕpăſt;L.;;;n.;10.0;27
6;ante˘pēnŭʹltĭma;L.;;;n.;11.0;27
5;antepile˘ʹptics;G.;;;n.;12.0;27
4;ăntĕʹrior;L.;;;n.;13.0;27
2;ăʹnthem;G.;;;n.;14.0;27
5;anthe˘ſphōʹrĭā;G.;;;n.;15.0;27
5;anthe˘ſtēʹrĭā;G.;;;n.;16.0;27
5;anthrōpŏʹphăgī;G.;;;n.;17.0;27
5;antĭărthrĭʹtics;G.;;;n.;18.0;27
5;antĭăſthmăʹtics;G.;;;n.;19.0;27
3;ăʹntĭc_h_īſt;G.;;;n.;20.0;27
5;antĭc_h_rĭʹſtĭan;;;;a.;21.0;27
5;antĭʹcĭpāte;L.;;;v.;22.0;27
2;ăʹntic;F.;;;n.;23.0;27
3;ăʹntĭdote;G.;;;n.;24.0;27
5;antĭēme˘ʹtics;G.;;;n.;25.0;27
3;ăʹntĭlōpe;;;;n.;26.0;27
6;antĭmŏnăʹrc_h_ĭcal;G.;;;a.;27.0;27
4;ăʹntĭmŏny;L.;;;n.;28.0;27
5;antĭne˘phre˘ʹtics;G.;;;n.;29.0;27
5;antĭnōʹmĭans;G.;;;n.;30.0;27
4;antĭʹpăthy;G.;;;n.;31.0;27
4;antĭʹphŏnè;G.;;;n.;32.0;27
4;antĭʹpodès;;;;n.;33.0;27
3;aʹntĭpope;G.;;;n.;34.0;27
4;anʹtĭquāry;L.;;;n.;35.0;27
3;ănʹtĭquāte;L.;;;v.;36.0;27
2;ăʹntĭq_ue_;L.;;;a.;37.0;27
4;antĭʹquĭty;L.;;;n.;38.0;27
4;ăntĭʹſcĭī;;;;n.;39.0;27
5;antĭſcŏrbūʹtics;L.;;;n.;40.0;27
4;antĭʹthe˘ſis;G.;;;n.;41.0;27
7;ăntĭtrĭnĭtāʹrĭans;;;;n.;42.0;27
3;ăʹntĭtȳpe;G.;;;n.;43.0;27
6;antĭve˘nēʹrĭals;L.;;;n.;44.0;27
2;ăʹntlers;;;;n.;45.0;27
4;ănxīʹĕty;L.;;;n.;46.0;27
3;ăʹnxĭ_o_us;;;;a.;47.0;27
2;ăʹpāce;;;;p.;48.0;27
2;aparʹt;;;;p.;49.0;27
3;apăʹrtment;;;;n.;50.0;27
3;ăʹpăthy;G.;;;n.;51.0;27
1;āpe;;;;n.;52.0;27
3;ape˘ʹpſy;G.;;;n.;53.0;27
3;ăʹpĕrtūre;L.;;;n.;54.0;27
2;ăʹpex;L.;;;n.;55.0;27
4;aphēʹlĭon;G.;;;n.;56.0;27
3;ăʹphŏriſm;G.;;pas de {POS} indiquée dans le dictionnaire.;;57.0;27
4;apŏʹcalypſe;G.;;;n.;58.0;27
4;apŏʹcry̆phā;G.;;;n.;59.0;27
4;ăpŏʹcry̆phal;G.;;;a.;60.0;27
3;apŏʹllo;;;;n.;61.0;27
4;apŏʹllyon;G.;;;n.;62.0;27
4;apŏʹlogīze;G.;;;v.;63.0;27
3;ăʹpŏlog_ue_;G.;;;n.;64.0;27
4;apŏʹlŏgy;G.;;;n.;65.0;27
3;apophʹthe_g_m;G.;;;n.;66.0;27
4;ăʹpŏplĕxy;G.;;;n.;67.0;27
3;apŏʹſtă;;;;n.;68.0;27
4;apŏʹſtaſy;G.;;;n.;69.0;27
3;apŏʹſtāte;G.;;;n.;70.0;27
4;apŏʹſtătīze;;;;v.;71.0;27
3;apŏʹſtle;G.;;;n.;72.0;27
4;apŏʹſtrŏphè;G.;;;n.;73.0;27
5;apŏʹthĕcary;G.;;;n.;2.0;28
5;ăpŏthēʹŏſis;G.;;;n.;3.0;28
2;ăppaʹl;;;;v.;4.0;28
4;ăppărāʹtus;L.;;;n.;5.0;28
3;ăppăʹrel;F.;;;n.;6.0;28
3;ăppāʹrent;L.;;;a.;7.0;28
5;ăppărĭʹtion;L.;;;n.;8.0;28
4;ăppăʹrĭtor;L.;;;n.;9.0;28
2;ăppeaʹl;L.;;;v.;10.0;28
2;ăppeaʹr;L.;;;v.;11.0;28
3;ăppeaʹrănce;;;;n.;12.0;28
2;ăppeaʹſe;F.;;;v.;13.0;28
3;ăppĕʹllant;L.;;;n.;14.0;28
5;ăppĕllāʹtion;L.;;;n.;15.0;28
3;ăppĕlleeʹ;;;;n.;16.0;28
3;ăppĕʹndage;L.;;;n.;17.0;28
3;ăʹppĕnage;L.;;;n.;18.0;28
3;ăppĕʹndix;L.;;;n.;19.0;28
3;ăppĕrtaĭʹn;L.;;;v.;20.0;28
4;ăʹppĕtĕncy;;;;n.;21.0;28
3;ăʹppetīte;L.;;;n.;22.0;28
2;applauʹd;L.;;;v.;23.0;28
2;ăʹpple;;;;n.;24.0;28
5;applĭcāʹtion;L.;;;n.;25.0;28
2;ăpplyʹ;L.;;;v.;26.0;28
2;ăppoiʹnt;F.;;;v.;27.0;28
3;ăppoiʹntment;F.;;;n.;28.0;28
4;ăppŏʹrtion;L.;;;v.;29.0;28
3;ăʹppŏſīte;L.;;;a.;30.0;28
2;ăppraiʹſe;F.;;;v.;31.0;28
3;ăppraiʹſ_e_ment;F.;;;n.;32.0;28
3;ăppraiʹſer;;;;n.;33.0;28
3;ăpprĕhĕʹnd;L.;;;v.;34.0;28
5;ăpprehĕʹnſion;L.;;;n.;35.0;28
4;ăpprehĕʹnſive;F.;;;a.;36.0;28
3;ăpprĕʹntĭce;F.;;;n.;37.0;28
3;ăʹpprĭcoc;F.;;;n.;38.0;28
2;ăpproaʹch;F.;;;v.;39.0;28
3;ăpproaʹches;;;;n.;40.0;28
5;ăpprŏbāʹtion;L.;;;n.;41.0;28
4;ăpprōʹprĭāte;F.;;;v.;42.0;28
6;ăpprŏprĭāʹtion;F.;;;n.;43.0;28
2;ăpproʹve;L.;;;v.;44.0;28
6;ăpprŏxĭmāʹtion;L.;;;n.;45.0;28
4;ăppŭʹrtĕnănce;F.;;;n.;46.0;28
2;aʹprīl;L.;;;n.;47.0;28
2;ăʹpr_o_n;;;;n.;48.0;28
1;ăpt;L.;;;a.;49.0;28
3;ăʹptĭtūde;L.;;;n.;50.0;28
4;aquāʹrĭ_o_us;L.;;;n.;51.0;28
3;aquăʹtic;L.;;;a.;52.0;28
3;ăʹquĕdŭct;L.;;;n.;53.0;28
3;ăʹquē_o_us;L.;;;a.;54.0;28
4;arāʹbĭā;;;;n.;55.0;28
3;aʹrăbic;;;;n.;56.0;28
3;ăʹrable;L.;;;a.;57.0;28
2;ăʹrăc;;;;n.;58.0;28
3;ăʹrbĭt_e_r;L.;;;n.;59.0;28
4;ăʹrbĭtrăry;;;;a.;60.0;28
3;ăʹrbĭtrāte;L.;;;v.;61.0;28
4;ărbĭʹtrĕment;L.;;;n.;62.0;28
2;ăʹrbŏr;L.;;;n.;63.0;28
3;ăʹrbŏriſt;L.;;;n.;64.0;28
2;ăʹrb_o_ur;L.;;;n.;65.0;28
3;ărcāʹnum;L.;;;n.;66.0;28
1;ărch;;;;n.;67.0;28
3;ărc_h_ăʹngel;G.;;;n.;68.0;28
3;ărchbĭʹſhop;;;;n.;69.0;28
3;archbŭʹtler;;;;n.;70.0;28
4;ărch-chămbĕrlain;;nbSyll>1 et pas d'accent tonic;;n.;71.0;28
3;ărchdeaʹcŏn;G.;;;n.;72.0;28
4;ărchdeaʹcŏnry;;;;n.;73.0;28
2;archdūʹke;;;;n.;2.0;29
3;ărchdŭʹtcheſs;;;;n.;3.0;29
2;ăʹrchĕrs;;;;n.;4.0;29
2;ăʹrches;;;;n.;5.0;29
3;ăʹrc_h_ĕtȳpe;G.;;;n.;6.0;29
5;ărc_h_ĭpeʹlăgo;G.;;;n.;7.0;29
3;ăʹrc_h_ĭtect;G.;;;n.;8.0;29
4;ăʹrc_h_ĭtĕctūre;;;;n.;9.0;29
3;ăʹrc_h_ĭtrāve;;;;n.;10.0;29
2;ărc_h_īves;G.;nbSyll>1 et pas d'accent tonic;;n.;11.0;29
2;ăʹrctic;G.;;;n.;12.0;29
3;ăʹrdĕncy;L.;;;n.;13.0;29
2;ăʹrdŏr;L.;;;n.;14.0;29
3;ăʹrdū_o_us;L.;;;a.;15.0;29
3;ăʹrėȧ;L.;;;n.;16.0;29
5;ărēŏpāʹgītes;G.;;;n.;17.0;29
5;ărėȯpāʹgus;G.;;;n.;18.0;29
2;ăʹrgent;F.;;;n.;19.0;29
2;ăʹrgūe;L.;;;v.;20.0;29
3;ăʹrgŏnauts;G.;;;n.;21.0;29
3;ăʹrgūment;L.;;;n.;22.0;29
6;ărgūmĕntāʹtion;L.;;;n.;23.0;29
5;ărgūmĕʹntătive;;;;a.;24.0;29
4;āʹrĭăniſm;;;;n.;25.0;29
4;arĭʹdĭty;L.;;;n.;26.0;29
3;āʹrĭes;L.;;;n.;27.0;29
2;arīʹ_gh_t;;;;p.;28.0;29
2;arīʹſe;;;;v.;29.0;29
5;arĭſtŏʹcrăcy;G.;;;n.;30.0;29
5;arĭſtŏcrăʹtic;G.;;;a.;31.0;29
4;arĭʹthmetic;G.;;;n.;32.0;29
1;ark;L.;;;n.;33.0;29
1;arm;;;;n.;34.0;29
1;arms;;;;n.;35.0;29
3;ărmāʹdā;;;;n.;36.0;29
4;ărmădĭʹllo;;;;n.;37.0;29
3;ăʹrmăment;L.;;;n.;38.0;29
3;ărmĭʹllā;L.;;;n.;39.0;29
4;armĭʹnĭaniſm;;;;n.;40.0;29
4;ărmĭʹpŏtent;L.;;;a.;41.0;29
3;ăʹrmĭſtĭce;L.;;;n.;42.0;29
3;ăʹrmŏry;F.;;;n.;43.0;29
2;ăʹrmо_u_r;F.;;;n.;44.0;29
3;ăʹrmŏ_u_rĕr;F.;;;n.;45.0;29
3;ăʹrmŏ_u_ry;;;;n.;46.0;29
2;ăʹrmy;L.;;;n.;47.0;29
4;ărōmăʹtic;G.;;;a.;48.0;29
2;arȯu̇nd;;nbSyll>1 et pas d'accent tonic;;p.;49.0;29
2;ărraiʹgn;F.;;;v.;50.0;29
3;ărrăʹng_e_ment;F.;;;n.;51.0;29
2;ăʹrrănt;;;;a.;52.0;29
2;ăʹrrăs;;;;n.;53.0;29
2;ărraʹy;F.;;;n.;54.0;29
2;ărreaʹrs;F.;;;n.;55.0;29
2;ărreʹſt;F.;;;n.;56.0;29
2;ărreʹt;F.;;;n.;57.0;29
2;arrieʹre;F.;;;n.;58.0;29
2;ărrīʹve;F.;;;v.;59.0;29
3;ăʹrrŏgănce;L.;;;n.;60.0;29
3;ăʹrrŏgănt;L.;;;a.;61.0;29
3;ăʹrrŏgāte;L.;;;v.;62.0;29
2;ăʹrro_w_;;;;n.;63.0;29
2;ăʹrſ_e_nal;F.;;;n.;64.0;29
3;ăʹrſĕnic;;;;n.;65.0;29
1;ărt;;;;n.;66.0;29
3;ăʹrtĕry;G.;;;n.;67.0;29
2;ăʹrtful;;;;a.;68.0;29
3;ărthrĭʹtic;G.;;;a.;69.0;29
3;ăʹrtichōke;;;;n.;70.0;29
3;ăʹrtĭcle;L.;;;n.;71.0;29
4;ărtĭʹcŭlāte;L.;;;a.;72.0;29
3;ăʹrtĭfĭce;L.;;;n.;73.0;29
4;ărtĭʹfĭcer;L.;;;n.;2.0;30
5;ărtĭfĭʹcĭal;L.;;;a.;3.0;30
4;ărtĭʹllĕry;F.;;;n.;4.0;30
3;ăʹrtĭſan;F.;;;n.;5.0;30
2;ăʹrtiſt;;;;n.;6.0;30
2;ăʹrtleſs;;;;a.;7.0;30
3;arŭʹſpĭce;L.;;;n.;8.0;30
3;ăry̆ʹthmus;G.;;;n.;9.0;30
3;ăʹſăphy;;;;n.;10.0;30
2;ăʹfar;;;;n.;11.0;30
3;ăſbĕʹſtos;G.;;;n.;12.0;30
4;aſcāʹrĭdès;G.;;;n.;13.0;30
2;ăſcĕʹnd;L.;;;v.;14.0;30
3;ăſcĕʹndănt;;;;n.;15.0;30
4;ăſcĕʹnſion;;;;n.;16.0;30
2;ăſcĕʹnt;L.;;;n.;17.0;30
3;ăſcĕrtaiʹn;;;;v.;18.0;30
3;ăſcēʹtic;G.;;;n.;19.0;30
3;ăʹſcĭī;G.;;;n.;20.0;30
2;aſcrīʹbe;L.;;;v.;21.0;30
3;aſhāʹmed;;;;a.;22.0;30
1;ăſh;;;;n.;23.0;30
2;ăʹſhes;;;;n.;24.0;30
2;aſhōʹre;;;;p.;25.0;30
3;āʹſĭā;;;;n.;26.0;30
4;āſĭăʹtics;;;;n.;27.0;30
2;aſīʹde;;;;p.;28.0;30
2;aſkăʹnce;;;;p.;29.0;30
2;aſkeʹw;;;;p.;30.0;30
2;aſlōʹpe;;;;a.;31.0;30
1;ăſp;;;;n.;32.0;30
4;ăſpăʹrăgus;;;;n.;33.0;30
2;ăʹſpĕct;L.;;;n.;34.0;30
4;ăſpĕʹrĭty;L.;;;n.;35.0;30
2;ăſpĕʹrſe;L.;;;v.;36.0;30
4;ăſpĕʹrſion;L.;;;n.;37.0;30
3;ăſphăʹltos;G.;;;n.;38.0;30
5;ăſpirāʹtion;L.;;;n.;39.0;30
2;ăſpīʹre;L.;;;v.;40.0;30
1;ăſs;;;;n.;41.0;30
2;ăſſaiʹl;F.;;;v.;42.0;30
3;ăſſaiʹlănts;;;;n.;43.0;30
4;ăſſăʹſſĭnāte;F.;;;v.;44.0;30
2;ăſſauʹlt;F.;;;v.;45.0;30
2;ăſſaʹy;F.;;;n.;46.0;30
3;ăſſaʹyer;;;;n.;47.0;30
3;ăſſĕʹmblage;F.;;;n.;48.0;30
3;ăſſĕʹmble;F.;;;v.;49.0;30
3;ăſſĕʹmbly;F.;;;n.;50.0;30
2;ăſſĕʹnt;L.;;;n.;51.0;30
2;ăſſĕʹrt;L.;;;v.;52.0;30
4;ăſſĕʹrtion;L.;;;n.;53.0;30
4;ăſſĕʹrtŏry;;;;a.;54.0;30
2;ăſſĕʹſs;;;;v.;55.0;30
3;ăſſĕʹſſment;;;;n.;56.0;30
3;ăſſĕʹſſor;;;;n.;57.0;30
2;ăſſĕʹts;F.;;;n.;58.0;30
6;ăſſĕvĕrāʹtion;L.;;;n.;59.0;30
5;aſſĭdūʹĭty;L.;;;n.;60.0;30
4;ăſſĭʹdū_o_us;L.;;;a.;61.0;30
2;ăſſīʹ_g_n;L.;;;v.;62.0;30
3;ăſſĭ_g_neeʹ;;;;n.;63.0;30
3;ăſſīʹ_g_nment;;;;n.;64.0;30
4;ăſſī_g_nable;;nbSyll>1 et pas d'accent tonic;;a.;65.0;30
5;ăſſĭgnāʹtion;L.;;;n.;66.0;30
4;ăſſĭʹmĭlāte;L.;;;v.;67.0;30
4;ăſſĭʹmūlāte;;;;v.;68.0;30
2;ăſſĭʹſt;L.;;;v.;69.0;30
3;ăſſĭʹſtănce;;;pas de {POS} indiquée dans le dictionnaire.;;70.0;30
3;ăſſĭʹſtănt;;;;n.;71.0;30
2;ăſſīʹze;;;;n.;72.0;30
3;ăſſīzer;;nbSyll>1 et pas d'accent tonic;;n.;73.0;30
3;ăſſīzes;;nbSyll>1 et pas d'accent tonic;;n.;2.0;31
4;ăſſŏʹcĭāte;L.;;;v.;3.0;31
6;ăſſŏcĭāʹtion;L.;;;n.;4.0;31
2;ăſſuāʹge;;;;v.;5.0;31
2;ăſſūʹme;L.;;;v.;6.0;31
3;ăſſŭʹm_p_fit;;;;n.;7.0;31
4;ăſſŭʹm_p_tion;L.;;;n.;8.0;31
3;ăſſŭʹmptive;;;;a.;9.0;31
3;ăſſūʹrănce;F.;;;n.;10.0;31
2;ăſſūʹre;;;;v.;11.0;31
3;ăʹſtĕrĭſk;G.;;;n.;12.0;31
3;ăʹſtĕriſm;G.;;;n.;13.0;31
2;ăʹſt_h_mā;G.;;;n.;14.0;31
3;ăſt_h_măʹtic;G.;;;a.;15.0;31
3;ăſtŏʹniſh;F.;;;v.;16.0;31
4;aſtŏʹnĭſhment;F.;;;n.;17.0;31
3;ăſtȯu̇ʹnded;;;;a.;18.0;31
3;ăʹſtrăgal;G.;;;n.;19.0;31
2;aſtraʹy;;;;v.;20.0;31
3;ăſtrėʹȧ;;;;n.;21.0;31
2;aſtrīʹde;;;;p.;22.0;31
2;aſtrĭʹnge;L.;;;v.;23.0;31
3;ăſtrĭʹngent;L.;;;a.;24.0;31
5;ăſtrŏlŏʹgĭcal;G.;;;a.;25.0;31
4;ăſtrŏʹlŏgy;G.;;;n.;26.0;31
5;ăſtrŏnŏʹmĭcal;G.;;;a.;27.0;31
4;ăſtrŏʹnŏmy;G.;;;n.;28.0;31
3;aſŭʹnder;;;;p.;29.0;31
3;ăʹſy̆lum;G.;;;n.;30.0;31
4;ăſſyʹmetry;G.;;;n.;31.0;31
2;ătchieʹve;F.;;;v.;32.0;31
3;ătchieʹv_e_ment;F.;;;n.;33.0;31
3;aʹthėiſm;G.;;;n.;34.0;31
5;athėiʹſtĭcal;G.;;;a.;35.0;31
3;aʹthėiſt;;;;n.;36.0;31
4;atheʹnĭan;;;;n.;37.0;31
2;athĭʹrſt;;;;a.;38.0;31
3;ăthlēʹtic;G.;;;n.;39.0;31
3;ătlăʹntic;;;;n.;40.0;31
2;ăʹtlas;;;;n.;41.0;31
3;ăʹtmŏſphēre;G.;;;n.;42.0;31
2;ăʹtŏm;G.;;;n.;43.0;31
2;atōʹne;;;;v.;44.0;31
3;atōʹn_e_ment;;;;n.;45.0;31
4;ătrōʹci_o_us;L.;;;a.;46.0;31
3;ăʹtrŏphy;G.;;;n.;47.0;31
3;ăʹtrŏpos;G.;;;n.;48.0;31
2;ăttăʹch;F.;;;v.;49.0;31
3;ăttaʹchment;F.;;;n.;50.0;31
2;ăttăʹck;F.;;;v.;51.0;31
2;ăttaiʹn;L.;;;v.;52.0;31
4;ăttaʹinable;;;;a.;53.0;31
3;ăttaiʹnder;F.;;;n.;54.0;31
3;ăttaiʹnment;;;;n.;55.0;31
2;ăttaiʹnt;L.;;;v.;56.0;31
3;ăttĕʹmp_e_r;L.;;;v.;57.0;31
2;ăttĕʹmpt;L.;;;v.;58.0;31
2;ăttĕʹnd;L.;;;v.;59.0;31
3;ăttĕʹndănt;;;;n.;60.0;31
4;ăttĕʹnūāte;L.;;;v.;61.0;31
2;ăttĕʹſt;L.;;;v.;62.0;31
5;ăttĕſtāʹtion;L.;;;n.;63.0;31
2;ăʹttic;G.;;;a.;64.0;31
3;ăʹttĭcā;G.;;pas de {POS} indiquée dans le dictionnaire.;;65.0;31
2;ăttīʹre;F.;;;n.;66.0;31
3;ăʹttĭtūde;F.;;;n.;67.0;31
3;attŏʹrney;;;;n.;68.0;31
2;ăttrăʹct;L.;;;v.;69.0;31
3;ăʹttrĭbūte;L.;;;n.;70.0;31
4;ăttrĭʹtion;;;;n.;71.0;31
2;avaiʹl;;;;v.;72.0;31
4;avaiʹlable;;;;a.;73.0;31
2;avauʹnt;;;;p.;2.0;32
3;ăʹvarice;L.;;;n.;3.0;32
5;ăvărĭʹcĭ_o_us;;;;a.;4.0;32
2;avăʹſt;;;;p.;5.0;32
2;auʹbŭrn;;;;n.;6.0;32
3;auʹction;L.;;;n.;7.0;32
4;auctioneʹer;;;;n.;8.0;32
4;audāʹcĭous;L.;;;a.;9.0;32
5;audāʹcĭ_o_uſneſs;;;;n.;10.0;32
3;auʹdĭble;L.;;;a.;11.0;32
3;auʹdĭĕnce;L.;;;n.;12.0;32
2;auʹdit;L.;;;n.;13.0;32
3;auʹdĭtors;;;;n.;14.0;32
4;auʹdĭtory;;;;n.;15.0;32
2;avĕʹnge;F.;;;v.;16.0;32
3;ăʹvĕnor;L.;;;n.;17.0;32
3;ăʹv_e_nūe;F.;;;n.;18.0;32
2;avĕʹr;F.;;;v.;19.0;32
3;ăʹvĕrage;;;;n.;20.0;32
2;avĕʹrſe;L.;;;a.;21.0;32
4;avĕʹrſion;;;;n.;22.0;32
2;avĕʹrt;L.;;;v.;23.0;32
3;ăʹvĕry;;;;n.;24.0;32
2;auʹgar;;;;n.;25.0;32
1;au_gh_t;;;;p.;26.0;32
2;augmeʹnt;L.;;;v.;27.0;32
2;auʹgŭr;L.;;;n.;28.0;32
3;auʹgŭry;L.;;;n.;29.0;32
2;augŭʹſt;L.;;;a.;30.0;32
2;auʹguſt;;;;n.;31.0;32
4;ăʹvĭăry;L.;;;n.;32.0;32
4;avĭʹdĭty;L.;;;n.;33.0;32
2;auʹkward;;;;a.;34.0;32
2;auʹlic;L.;;;a.;35.0;32
1;aune;;;;n.;36.0;32
1;aunt;;;;n.;37.0;32
5;ăvŏcātiʹon;L.;;;n.;38.0;32
2;avoiʹd;F.;;;v.;39.0;32
4;avoirdūpoiʹze;F.;;;n.;40.0;32
2;avȯu̇ʹch;F.;;;v.;41.0;32
2;avȯʹẇ;;;;v.;42.0;32
3;avȯẇeeʹ;;;;n.;43.0;32
3;avȯʹẇry;;;;n.;44.0;32
2;auʹrā;L.;;;n.;45.0;32
4;aurĕʹlĭā;L.;;;n.;46.0;32
4;aurĭʹcŭlā;L.;;;n.;47.0;32
4;aurĭʹcŭlar;L.;;;a.;48.0;32
4;aurĭʹfĕr_o_us;L.;;;a.;49.0;32
3;aurōʹră;L.;;;n.;50.0;32
2;auʹſpex;L.;;;n.;51.0;32
4;auſpĭʹcĭ_o_us;L.;;;n.;52.0;32
2;auſtēʹre;L.;;;a.;53.0;32
4;auſtēʹrĭty;L.;;;n.;54.0;32
2;auʹſtral;L.;;;a.;55.0;32
3;authĕʹntic;G.;;;a.;56.0;32
2;auʹthor;L.;;;n.;57.0;32
5;authŏʹrĭtătive;;;;a.;58.0;32
4;authŏʹrĭty;L.;;;n.;59.0;32
3;auʹthŏrīſe;;;;v.;60.0;32
4;autŏʹmăton;G.;;;n.;61.0;32
2;auʹtŭm_n_;L.;;;n.;62.0;32
3;autŭʹmnal;L.;;;a.;63.0;32
5;auxĭlʹlĭăry;L.;;;a.;64.0;32
2;awaʹiʹt;;;;v.;65.0;32
2;awāke;;nbSyll>1 et pas d'accent tonic;;v.;66.0;32
2;awaʹrd;;;;v.;67.0;32
2;awāʹre;;;;v.;68.0;32
1;awe;;;;n.;69.0;32
2;aʹwful;;;;a.;70.0;32
1;awl;;;;n.;71.0;32
2;aʹwning;;;;n.;72.0;32
1;ax;;;;n.;73.0;32
3;ăʹxĭom;G.;;;n.;2.0;33
2;ăʹxis;L.;;;n.;3.0;33
3;aʹxl_e_tree;;;;n.;4.0;33
2;aʹyry;;;;n.;5.0;33
1;aye;;;;p.;6.0;33
2;ăʹzūre;F.;;;n.;7.0;33
2;băʹbble;;;;v.;2.0;33
1;bābe;;;;n.;3.0;33
2;băʹbler;;;;n.;4.0;33
2;băbooʹn;F.;;;n.;5.0;33
3;băʹcc_h_ănals;L.;;;n.;6.0;33
2;băʹc_h_us;;;;n.;7.0;33
3;băʹchĕlor;L.;;;n.;8.0;33
4;băʹchĕlŏrſhip;;;;n.;9.0;33
1;băck;;;;n.;10.0;33
2;băʹckbīte;;;;v.;11.0;33
2;băʹckſlīde;;;;v.;12.0;33
2;băʹckward;;;;p.;13.0;33
2;bāʹcŏn;;;;n.;14.0;33
1;bădge;;;;n.;15.0;33
2;băʹdger;;;;n.;16.0;33
2;băʹffle;;;;v.;17.0;33
1;băg;;;;n.;18.0;33
2;băʹggage;;;;n.;19.0;33
3;băʹ_g_nĭo;;;;n.;20.0;33
2;băʹgpīpe;;;;n.;21.0;33
2;bāʹhar;;;;n.;22.0;33
1;bail;;;;n.;23.0;33
2;baiʹliff;F.;;;n.;24.0;33
3;baiʹlĭwic;;;;n.;25.0;33
2;baiʹram;;;;n.;26.0;33
1;bait;;;;n.;27.0;33
1;bāke;;;;v.;28.0;33
2;băʹlănce;F.;;;n.;29.0;33
3;băʹlcŏny;F.;;;n.;30.0;33
1;bald;;;;a.;31.0;33
2;baʹldneſs;;;;n.;32.0;33
3;baʹldĕrdăſh;;;;n.;33.0;33
1;bāle;;;;n.;34.0;33
2;baʹl_e_ful;;;;a.;35.0;33
1;balk;;;;n.;36.0;33
1;ball;;;;n.;37.0;33
2;băʹllăd;;;;n.;38.0;33
2;băʹllăſt;F.;;;n.;39.0;33
3;baʹllĭſter;F.;;;n.;40.0;33
2;băʹllot;F.;;;v.;41.0;33
3;băʹllŭſtrāde;;;;n.;42.0;33
1;balm;;;;n.;43.0;33
2;băʹlſăm;;;;n.;44.0;33
3;bălſăʹmic;;;;a.;45.0;33
1;băn;;;;n.;46.0;33
1;bănd;;;;n.;47.0;33
2;băʹndage;F.;;;n.;48.0;33
3;băʹndĕlet;F.;;;n.;49.0;33
3;băndĭʹttĭ;;;;n.;50.0;33
2;băʹndy;F.;;;v.;51.0;33
1;bāne;;;;n.;52.0;33
3;bāʹnĭans;;;;n.;53.0;33
2;băʹniſh;F.;;;v.;54.0;33
3;băʹnĭſhment;F.;;;n.;55.0;33
1;bănk;L.;;;n.;56.0;33
2;băʹnker;;;;n.;57.0;33
2;băʹnkrŭpt;L.;;;n.;58.0;33
2;băʹnnĕr;F.;;;n.;59.0;33
1;bănns;;;;n.;60.0;33
2;băʹnquet;F.;;;n.;61.0;33
2;băʹnter;;;;v.;62.0;33
2;băʹntling;;;;n.;63.0;33
2;băʹptĭſm;G.;;;n.;64.0;33
3;băptĭʹſmal;;;;a.;2.0;34
1;băr;;;;n.;3.0;34
3;băʹrătry;;;;n.;4.0;34
1;bărb;;;;n.;5.0;34
4;bărbāʹrĭans;G.;;;n.;6.0;34
3;baʹrbărĭſm;G.;;;n.;7.0;34
3;băʹrbăr_o_us;G.;;;a.;8.0;34
4;bărbāʹrĭty;;;;n.;9.0;34
2;băʹrbed;L.;;;a.;10.0;34
2;băʹrbel;;;;n.;11.0;34
2;băʹrb_e_r;;;;n.;12.0;34
2;băʹrbles;;;;n.;13.0;34
1;bărds;;;;n.;14.0;34
1;bāre;;;;a.;15.0;34
2;băʹrgain;;;;v.;16.0;34
1;bărge;F.;;;n.;17.0;34
1;bărk;F.;;;n.;18.0;34
2;băʹrk_e_r;;;;n.;19.0;34
1;bărm;;;;n.;20.0;34
1;bărn;;;;n.;21.0;34
3;bărnăcle;;nbSyll>1 et pas d'accent tonic;;n.;22.0;34
4;bărŏʹmĕt_e_r;G.;;;n.;23.0;34
2;băʹron;L.;;;n.;24.0;34
3;băʹrŏneſs;;;;n.;25.0;34
3;băʹrŏnet;;;;n.;26.0;34
3;băʹrŏny;;;;n.;27.0;34
2;băʹrrac;F.;;;n.;28.0;34
3;băʹrrăcan;;;;n.;29.0;34
2;băʹrrel;F.;;;n.;30.0;34
2;băʹrren;;;;a.;31.0;34
3;băʹrrĕnneſs;;;;n.;32.0;34
3;băʹrrĕtŏr;F.;;;n.;33.0;34
4;bărrĭcāʹdo;;;;v.;34.0;34
4;barricaʹdo;F.;;;n.;35.0;34
2;băʹrrier;F.;;;n.;36.0;34
